image_path,target_text,tier,genre,split,reason
logos/862.jpg,LIMBONIC ART,famous_ish,black,train,train
logos/9868.jpg,THE MIGHTY NIMBUS,mid,sludge,train,train
logos/15230.jpg,BLOODRAIN,mid,black,train,train
logos/43186.jpg,DAMMERUNG,mid,black,train,train
logos/56925.jpg,FINGERNAILS,mid,thrash,train,train
logos/54835.jpg,EUFOBIA,mid,death,train,train
logos/50023.jpg,DEKADENT,mid,black,train,train
logos/4868.gif,FLEGETHON,famous_ish,black,train,train
logos/20419.jpg,NECROVATION,mid,death,train,train
logos/24907.jpg,IMPERIA,mid,symphonic,train,train
logos/6711.jpg,NEUROTIC OF GODS,mid,black,train,train
logos/5245.jpg,ETERNAL GRAY,famous_ish,death,train,train
logos/13324.jpg,MEMBARIS,mid,black,train,train
logos/57499.png,KETZER,mid,black,train,train
logos/24946.jpg,TOTEM,mid,thrash,train,train
logos/2946.jpg,MACBETH,mid,heavy,train,train
logos/25949.jpg,LECHIA,mid,pagan,train,train
logos/116402.jpg,DEMORIAN,obscure,black,train,train
logos/35366.jpg,FJOERGYN,mid,black,train,train
logos/30060.jpg,PACAL,mid,death,train,train
logos/51811.jpg,ESPIRITU DE HIERRO,mid,heavy,train,train
logos/15105.jpg,DEBAUCHERY,mid,death,train,train
logos/109.png,MEGIDDO,famous_ish,black,train,train
logos/15991.jpg,MERGING FLARE,mid,heavy,train,train
logos/23453.jpg,PESTEN,mid,black,train,train
logos/2430.jpg,LENG TCHE,famous_ish,grind,train,train
logos/27107.jpg,GORTAL,mid,death,train,train
logos/2357.jpg,CRYONIC TEMPLE,famous_ish,power,train,train
logos/96618.png,DEVILDRIVER,obscure,death,train,train
logos/4500.jpg,LAWNMOWER DETH,famous_ish,thrash,train,train
logos/10075.jpg,MUNRUTHEL,mid,black,train,train
logos/17785.jpg,NAZCA,mid,progressive,train,train
logos/10220.jpg,MANTRA,mid,death,train,train
logos/23031.gif,DIABOLICAL MESSIAH,mid,death,train,train
logos/30869.jpg,VLE,mid,black,train,train
logos/613.jpg,INTO ETERNITY,famous_ish,death,train,train
logos/5414.jpg,DISLOYAL,famous_ish,death,train,train
logos/21334.jpg,STRIKELIGHT,mid,heavy,train,train
logos/84275.jpg,ARCHITECT OF SETH,obscure,death,train,train
logos/561.jpg,CIRITH UNGOL,famous_ish,heavy,train,train
logos/3840.jpg,DISBELIEF,famous_ish,death,train,train
logos/175.png,MALEVOLENT CREATION,famous_ish,death,train,train
logos/36385.jpg,WINTERMOON,mid,black,train,train
logos/81623.jpg,PRONOIA,obscure,progressive,train,train
logos/80086.jpg,TRIOSPHERE,obscure,power,train,train
logos/12218.jpg,PACTO DE SANGRE,mid,power,train,train
logos/119039.jpg,SHRAPHEAD,obscure,death,train,train
logos/7041.png,FARSCAPE,mid,thrash,train,train
logos/21999.jpg,MISANTHROPIC MIGHT,mid,black,train,train
logos/4203.jpg,GALADRIEL,famous_ish,doom,train,train
logos/61955.jpg,LIGHTLESS MOOR,mid,doom,train,train
logos/45121.jpg,SAHG,mid,doom,train,train
logos/19958.gif,MORDICHRIST,mid,black,train,train
logos/2137.jpg,FEARER,famous_ish,death,train,train
logos/49210.gif,CIRCLE OF OUROBORUS,mid,black,train,train
logos/15580.jpg,SOLICIDE,mid,doom,train,train
logos/16921.jpg,SIX REASONS TO KILL,mid,death,train,train
logos/28588.jpg,REDEMPTION,mid,heavy,train,train
logos/18228.jpg,SPEKTR,mid,black,train,train
logos/10852.jpg,MALKUTH,obscure,black,train,train
logos/17075.jpg,UNFLESHED,mid,death,train,train
logos/9938.jpg,CETI,mid,heavy,train,train
logos/100548.jpg,ULTIMA MISSA,obscure,black,train,train
logos/40353.jpg,NOCTURNAL FEELINGS,mid,black,train,train
logos/74251.png,ARKANIA,obscure,heavy,train,train
logos/85682.jpg,SZARLEM,obscure,black,train,train
logos/11220.jpg,THE KNELL,mid,death,train,train
logos/122.jpg,DISMEMBER,famous_ish,death,train,train
logos/5625.png,SPARZANZA,famous_ish,stoner,train,train
logos/32112.jpg,WINGED,mid,death,train,train
logos/112402.gif,SAUL BLANCH REVANCHA,obscure,heavy,train,train
logos/7103.jpg,OBTEST,mid,black,train,train
logos/1347.jpg,BRUJERIA,famous_ish,death,train,train
logos/11333.jpg,EISENWINTER,mid,black,train,train
logos/29115.png,GAINA,mid,heavy,train,train
logos/54764.jpg,BLOODBOUND,mid,heavy,train,train
logos/18504.jpg,MYSTURA,mid,groove,train,train
logos/2428.jpg,REINFECTION,famous_ish,death,train,train
logos/61385.jpg,TEARS OF MANKIND,mid,doom,train,train
logos/4584.gif,SPANCER,famous_ish,doom,train,train
logos/108091.jpg,INTESTINAL ALIEN REFLUX,obscure,death,train,train
logos/49346.jpg,NORDISK VELDE,mid,black,train,train
logos/89170.jpg,ANTILEBEN,obscure,black,train,train
logos/22522.jpg,WEEMOED,mid,black,train,train
logos/122356.jpg,QUEEF HUFFER,obscure,death,train,train
logos/127742.jpg,HUMAN VOID,obscure,death,train,train
logos/12037.jpg,BAXAXAXA,mid,black,train,train
logos/13352.gif,HIERARCHICAL PUNISHMENT,mid,death,train,train
logos/42759.jpg,MATRAZ,mid,progressive,train,train
logos/80182.jpg,APOLION,obscure,black,train,train
logos/45454.gif,SVAFNIR,mid,pagan,train,train
logos/30207.jpg,HERPES,mid,death,train,train
logos/48689.jpg,SOVVERSIVO,mid,heavy,train,train
logos/14316.jpg,VEULIAH,mid,death,train,train
logos/59774.jpg,REDRUM,mid,death,train,train
logos/103348.jpg,TRAGICO BALLET,obscure,gothic,train,train
logos/48258.jpg,MONSANTO,mid,progressive,train,train
logos/12652.jpg,SUN OF THE SLEEPLESS,mid,black,train,train
logos/53306.jpg,GLADENFOLD,mid,death,train,train
logos/547.png,PAIN OF SALVATION,famous_ish,progressive,train,train
logos/30605.jpg,KTULU,mid,thrash,train,train
logos/907.gif,MESSIAH,famous_ish,death,train,train
logos/128247.jpg,RAHU,obscure,black,train,train
logos/99718.jpg,WAYDE COOPER,obscure,progressive,train,train
logos/33.jpg,EXCELSIS,famous_ish,power,train,train
logos/1452.jpg,LONEWOLF,famous_ish,heavy,train,train
logos/31515.jpg,GWAR,mid,null,train,train
logos/494.jpg,TYRANT,obscure,black,train,train
logos/9712.jpg,PELICAN,mid,post,train,train
logos/91722.jpg,MORIAR,obscure,black,train,train
logos/1236.jpg,TRAIL OF TEARS,famous_ish,black,train,train
logos/23517.jpg,ABORTED CHRIST CHILDE,mid,black,train,train
logos/67953.jpg,FUCK OFF AND DIE,obscure,black,train,train
logos/33086.jpg,IN VAIN,mid,death,train,train
logos/13305.jpg,CARNICA,mid,death,train,train
logos/1470.jpg,SADISTIC INTENT,famous_ish,death,train,train
logos/48102.jpg,ABLAZE IN HATRED,mid,death,train,train
logos/12608.jpg,THRALLDOM,mid,black,train,train
logos/121828.jpg,FUROR,obscure,black,train,train
logos/4901.jpg,GRUESOME MALADY,famous_ish,grind,train,train
logos/117561.jpg,VOLTURYON,obscure,death,train,train
logos/22721.jpg,DOMGARD,mid,black,train,train
logos/69617.jpg,ANJOS DE SALEM,obscure,heavy,train,train
logos/35825.jpg,ADMONISH,mid,black,train,train
logos/7940.jpg,POETICUS SEVERUS,mid,heavy,train,train
logos/53519.jpg,CORPORAL RAID,mid,death,train,train
logos/24284.jpg,TINIEBLAS,mid,thrash,train,train
logos/47066.jpg,CASTILLOS DE CRISTAL,mid,heavy,train,train
logos/7597.jpg,SLEEPY HOLLOW,mid,heavy,train,train
logos/92289.png,VARUNA,obscure,black,train,train
logos/37038.jpg,ONCE DEAD,mid,thrash,train,train
logos/29983.jpg,RDX,mid,thrash,train,train
logos/8615.png,ATTICK DEMONS,mid,heavy,train,train
logos/2170.jpg,ANTAEUS,famous_ish,black,train,train
logos/4304.jpg,OBSECRATION,famous_ish,death,train,train
logos/39220.jpg,CONSUME,mid,death,train,train
logos/69158.jpg,DEGENERHATE,obscure,death,train,train
logos/83887.jpg,INVERTED TRIFIXION,obscure,black,train,train
logos/2707.gif,AKERCOCKE,famous_ish,death,train,train
logos/56886.jpg,ENVENOM ASCENSION,mid,black,train,train
logos/54304.jpg,SCAVANGER,mid,heavy,train,train
logos/1549.jpg,TRAUMA,famous_ish,death,train,train
logos/16500.jpg,LINGEDAL,mid,black,train,train
logos/4201.jpg,DYSANCHELY,famous_ish,death,train,train
logos/7834.jpg,DARKFLIGHT,mid,black,train,train
logos/3089.jpg,PAGANS MIND,famous_ish,power,train,train
logos/22499.gif,MOAT,mid,black,train,train
logos/12178.jpg,WARGRINDER,mid,death,train,train
logos/253.jpg,IMAGIKA,famous_ish,thrash,train,train
logos/124523.jpg,PANCHO VILLA,obscure,power,train,train
logos/30100.jpg,DEMONOMANCY,mid,black,train,train
logos/3045.png,CADAVERIA,famous_ish,black,train,train
logos/25089.jpg,TAUTHR,mid,death,train,train
logos/20569.jpg,AYAT,mid,black,train,train
logos/69.jpg,DIMMU BORGIR,famous_ish,black,train,train
logos/2038.jpg,ZUCKUSS,famous_ish,death,train,train
logos/11473.jpg,BAAL,mid,black,train,train
logos/19586.jpg,CAST THE STONE,mid,death,train,train
logos/88627.jpg,PURE EVIL,obscure,death,train,train
logos/21968.jpg,ILEMAUZAR,mid,death,train,train
logos/1255.jpg,CENOTAPH,famous_ish,death,train,train
logos/21147.jpg,MIDNATTSOL,mid,folk,train,train
logos/28769.jpg,SODOMA,mid,thrash,train,train
logos/25294.jpg,EXTREME VIOLENCE,mid,death,train,train
logos/81757.jpg,STRYPER,obscure,heavy,train,train
logos/85849.jpg,MOONDARK,obscure,death,train,train
logos/22352.jpg,BIG BOSS,mid,black,train,train
logos/75502.jpg,HRIZG,obscure,black,train,train
logos/125333.jpg,WHITE MEDAL,obscure,black,train,train
logos/37779.jpg,EYECULT,mid,death,train,train
logos/79367.jpg,LINCOLN LOVE LOG,obscure,grind,train,train
logos/53040.jpg,ARYAN HONOUR,mid,black,train,train
logos/4534.png,LOCH VOSTOK,famous_ish,progressive,train,train
logos/2157.jpg,SCATTERED REMNANTS,famous_ish,death,train,train
logos/1728.png,THE JELLY JAM,famous_ish,progressive,train,train
logos/1066.png,ABIGOR,famous_ish,black,train,train
logos/72038.jpg,CATASTROPHE,obscure,death,train,train
logos/33410.jpg,DISAFFECTED,mid,death,train,train
logos/18921.jpg,RIPPIKOULU,mid,death,train,train
logos/97780.jpg,WAR RIPPER,obscure,black,train,train
logos/65677.jpg,GRAND SERMON,obscure,death,train,train
logos/8305.jpg,HAAT,mid,black,train,train
logos/36601.png,MEIN KAMPF,mid,speed,train,train
logos/165.jpg,OBITUARY,famous_ish,death,train,train
logos/464.jpg,AGIEL,famous_ish,death,train,train
logos/6450.jpg,NIGHTLY GALE,famous_ish,doom,train,train
logos/77323.jpg,GRIMNYR,obscure,black,train,train
logos/12095.jpg,GOATREICH,mid,black,train,train
logos/75808.jpg,HATCHET,obscure,thrash,train,train
logos/3400.jpg,CRYING STEEL,famous_ish,heavy,train,train
logos/45799.jpg,APTORIAN DEMON,mid,black,train,train
logos/4224.jpg,CALES,famous_ish,doom,train,train
logos/1485.jpg,ANIALATOR,famous_ish,thrash,train,train
logos/48635.jpg,UNDERNOISE,mid,death,train,train
logos/23906.jpg,HATENWAR,mid,black,train,train
logos/128942.jpg,FIR BOLG,obscure,black,train,train
logos/39656.jpg,SCATTERED REMAINS,mid,death,train,train
logos/3706.jpg,AUTUMNBLAZE,famous_ish,black,train,train
logos/73422.jpg,SLAGMAUR,obscure,black,train,train
logos/23200.jpg,OGRE,mid,doom,train,train
logos/11685.jpg,ENOCHIAN,mid,death,train,train
logos/4237.jpg,DEATHSPELL OMEGA,famous_ish,black,train,train
logos/2256.gif,SHINING,famous_ish,black,train,train
logos/63568.jpg,CHAOS SYNOPSIS,mid,death,train,train
logos/1427.jpg,AYREON,famous_ish,progressive,train,train
logos/101781.jpg,STRAIGHT LINE STITCH,obscure,core,train,train
logos/932.jpg,MARTIRE,famous_ish,death,train,train
logos/16508.jpg,THE ONE,mid,black,train,train
logos/16009.jpg,LITTLE DEAD BERTHA,mid,death,train,train
logos/397.jpg,ALASTOR,mid,thrash,train,train
logos/100961.jpg,STOLZKRIEG,obscure,black,train,train
logos/70423.png,ASTARIUM,obscure,black,train,train
logos/80881.jpg,BREAKDUST,obscure,death,train,train
logos/12855.jpg,MELENCOLIAM,mid,black,train,train
logos/41389.jpg,VEDMAK,mid,death,train,train
logos/70747.jpg,ETERNITY,obscure,power,train,train
logos/8954.jpg,ETERNAL DEFORMITY,mid,doom,train,train
logos/35470.jpg,IPERYT,mid,death,train,train
logos/760.jpg,HOLOCAUST,obscure,black,train,train
logos/6223.png,DIABOLICUM,famous_ish,black,train,train
logos/125558.jpg,UNMOURNED,obscure,death,train,train
logos/11263.gif,INFAMOUS SINPHONY,mid,thrash,train,train
logos/13915.png,BEL O KAN,mid,power,train,train
