image_path,target_text
logos/38784.jpg,GRIMFAITH
logos/2177.jpg,DEMONCY
logos/43778.png,ABOMINABLE PUTRIDITY
logos/11844.jpg,MORTIFERA
logos/32822.jpg,LALU
logos/61680.png,BARBAROUS POMERANIA
logos/12643.png,GRAUPEL
logos/2011.jpg,FATES PROPHECY
logos/75969.jpg,ETHEREAL TRAGEDY
logos/25796.jpg,DEVIATED INSTINCT
logos/22392.jpg,WISDOM
logos/5858.jpg,NEMESIS
logos/98166.jpg,MARTHYRIUM
logos/7503.jpg,REALM OF CARNIVORA
logos/69694.jpg,LASCOWIEC
logos/42392.jpg,DANIELE LIVERANI
logos/85981.jpg,ENORMOUS
logos/99066.png,ALKERDEEL
logos/11329.jpg,DARKENED NOCTURN SLAUGHTERCULT
logos/1709.jpg,QUIET RIOT
logos/39378.jpg,PAGANFIRE
logos/32379.jpg,THE LAST KNELL
logos/94743.jpg,STRIX
logos/4483.jpg,CATHETER
logos/30.png,EMPEROR
logos/85650.jpg,RAGGRADARH
logos/604.jpg,FATES WARNING
logos/800.gif,TT QUICK
logos/32799.png,AGRYPNIE
logos/17630.jpg,CORRUPTED
logos/34901.jpg,SKAUR
logos/20462.jpg,EVILWINGED
logos/45496.jpg,SOCIAL SHIT
logos/95812.jpg,OBSCURE
logos/65918.jpg,PHELAN
logos/19315.jpg,THY ENDLESS WRATH
logos/39397.jpg,MAZE OF EXTERMINATION
logos/84711.jpg,ANOMALOUS
logos/24313.gif,SATOR MARTE
logos/4277.jpg,DOOMED AND DISGUSTING
logos/30749.png,EWIGHEIM
logos/192.jpg,SONATA ARCTICA
logos/34123.jpg,MORS SUBITA
logos/30048.jpg,PROCAOS
logos/8939.jpg,MORBID SAINT
logos/2326.jpg,KENZINER
logos/45459.gif,MECHANICAL CHAOS
logos/58778.jpg,GRAND NOCTURNE
logos/43664.jpg,HELLISH CROSSFIRE
logos/43946.gif,FAST TAKER
logos/4379.png,CENOTAPH
logos/1057.jpg,FINAL BREATH
logos/14465.jpg,BLIZZARD
logos/6898.jpg,SACRED SIN
logos/21557.png,NECROMANCY
logos/20106.png,ANDI DERIS AND THE BAD BANKERS
logos/12892.jpg,HATEFUL
logos/121093.gif,PULMONARY FIBROSIS
logos/38227.jpg,AMPUTATED GENITALS
logos/8241.jpg,ALOGIA
logos/19404.png,SOULBURNER
logos/109935.jpg,PROSPERITY DENIED
logos/32797.jpg,GARDEN OF WORM
logos/23896.jpg,INCARNATUS
logos/13788.jpg,EMINENT SHADOW
logos/8131.jpg,FUNEREAL MOON
logos/1062.jpg,KORZUS
logos/54633.jpg,REDIMONI
logos/59906.png,SWITCHBLADE
logos/104107.jpg,ARTEP
logos/27710.jpg,CALLISTO
logos/51277.png,EXULTET
logos/54905.jpg,SOLARWARD
logos/127023.jpg,PROVOCATION
logos/21823.jpg,APOSTASY
logos/65176.jpg,EVISCERATED
logos/63903.jpg,SPOIL ENGINE
logos/5283.jpg,YYRKOON
logos/111377.jpg,WICKED MINDS
logos/3579.jpg,TRAUMA
logos/1886.jpg,PARALEX
logos/82952.jpg,SELVMORRD
logos/15041.jpg,THE VISION BLEAK
logos/34244.png,EKOVE EFRITS
logos/28743.jpg,DISGUST
logos/104.jpg,ENSLAVED
logos/118139.png,SWEET CICADA
logos/2532.jpg,MYTHOLOGICAL COLD TOWERS
logos/36304.jpg,LILITHS MORTUARY
logos/69700.jpg,CRAZY LAZY
logos/167.jpg,MACABRE
logos/40722.jpg,INSULTER
logos/25674.jpg,PROFEZIA
logos/6970.jpg,SANATORIUM
logos/16821.png,ZMROK
logos/89736.jpg,ISHI
logos/63438.jpg,MONS VENERIS
logos/83244.jpg,MUCOUS SCROTUM
logos/19475.jpg,CRANIOTOMY
logos/8553.jpg,HORTUS ANIMAE
logos/2682.jpg,PHLEBOTOMIZED
logos/7765.jpg,BULLET
logos/4217.gif,PSYPHERIA
logos/121444.jpg,REPOSSESSION
logos/5195.jpg,THE ELYSIAN FIELDS
logos/43467.jpg,INFERNAL NATURE
logos/1017.jpg,ELEND
logos/79463.gif,ROB JOHNSON
logos/19717.jpg,DORMANTH
logos/881.png,PSYCHOTIC WALTZ
logos/1357.jpg,SATARIEL
logos/8193.jpg,KORGONTHURUS
logos/11886.png,SIX DEGREES OF SEPARATION
logos/31223.jpg,EMBLAZONED
logos/8439.jpg,KILL
logos/85907.jpg,ERUPTION
logos/4931.jpg,TEMPLE OF BAAL
logos/101228.gif,VEXILLUM
logos/3209.jpg,AZAZEL
logos/3485.jpg,MIRRORTHRONE
logos/20168.jpg,INFERNUS
logos/75263.jpg,DAEMONICUS
logos/112299.png,MAIEUTISTE
logos/16905.jpg,SABBRABELLS
logos/94966.png,CARCHARODON
logos/26508.jpg,ANIMALS KILLING PEOPLE
logos/2801.jpg,PHARAOH
logos/103951.jpg,HANGMANS CHAIR
logos/16778.jpg,BOB CATLEY
logos/24494.gif,W E B
logos/26608.jpg,ANGER AS ART
logos/84110.jpg,FRAGILE ART
logos/63770.jpg,ABISMO DE LUCIFER
logos/46342.jpg,FOUL STENCH
logos/23918.jpg,DAVID T CHASTAIN
logos/29052.jpg,ANNTHENNATH
logos/32461.jpg,SINFUL
logos/65578.jpg,STEVE VON TILL
logos/4512.jpg,THE CLAYMORE
logos/56041.jpg,PALE HORSE
logos/129383.jpg,EXPEDITION DELTA
logos/14934.jpg,THORNIUM
logos/77211.png,KOMMANDANT
logos/78742.jpg,SILVERTRAIN
logos/24440.png,VAHRZAW
logos/11615.gif,PARIA
logos/54085.jpg,BANISHER
logos/6491.jpg,UNAUSSPRECHLICHEN KULTEN
logos/55379.png,BALFOR
logos/7321.jpg,SACRILEGIUM
logos/32074.jpg,KRAMP
logos/10837.jpg,CONTAMINO
logos/69453.png,LO RUHAMAH
logos/64557.jpg,CRIPTA OCULTA
logos/7501.png,MEADOWS END
logos/6305.jpg,UNSANCTIFIED
logos/87707.jpg,GALERNA
logos/12941.jpg,OVERLORD
logos/862.jpg,LIMBONIC ART
logos/9868.jpg,THE MIGHTY NIMBUS
logos/15230.jpg,BLOODRAIN
logos/43186.jpg,DAMMERUNG
logos/56925.jpg,FINGERNAILS
logos/54835.jpg,EUFOBIA
logos/50023.jpg,DEKADENT
logos/4868.gif,FLEGETHON
logos/20419.jpg,NECROVATION
logos/24907.jpg,IMPERIA
logos/6711.jpg,NEUROTIC OF GODS
logos/5245.jpg,ETERNAL GRAY
logos/13324.jpg,MEMBARIS
logos/57499.png,KETZER
logos/24946.jpg,TOTEM
logos/2946.jpg,MACBETH
logos/25949.jpg,LECHIA
logos/116402.jpg,DEMORIAN
logos/35366.jpg,FJOERGYN
logos/30060.jpg,PACAL
logos/51811.jpg,ESPIRITU DE HIERRO
logos/15105.jpg,DEBAUCHERY
logos/109.png,MEGIDDO
logos/15991.jpg,MERGING FLARE
logos/23453.jpg,PESTEN
logos/2430.jpg,LENG TCHE
logos/27107.jpg,GORTAL
logos/2357.jpg,CRYONIC TEMPLE
logos/96618.png,DEVILDRIVER
logos/4500.jpg,LAWNMOWER DETH
logos/10075.jpg,MUNRUTHEL
logos/17785.jpg,NAZCA
logos/10220.jpg,MANTRA
logos/23031.gif,DIABOLICAL MESSIAH
logos/30869.jpg,VLE
logos/613.jpg,INTO ETERNITY
logos/5414.jpg,DISLOYAL
logos/21334.jpg,STRIKELIGHT
logos/84275.jpg,ARCHITECT OF SETH
logos/561.jpg,CIRITH UNGOL
logos/3840.jpg,DISBELIEF
logos/175.png,MALEVOLENT CREATION
logos/36385.jpg,WINTERMOON
logos/81623.jpg,PRONOIA
logos/80086.jpg,TRIOSPHERE
logos/12218.jpg,PACTO DE SANGRE
logos/119039.jpg,SHRAPHEAD
logos/7041.png,FARSCAPE
logos/21999.jpg,MISANTHROPIC MIGHT
logos/4203.jpg,GALADRIEL
logos/61955.jpg,LIGHTLESS MOOR
logos/45121.jpg,SAHG
logos/19958.gif,MORDICHRIST
logos/2137.jpg,FEARER
logos/49210.gif,CIRCLE OF OUROBORUS
logos/15580.jpg,SOLICIDE
logos/16921.jpg,SIX REASONS TO KILL
logos/28588.jpg,REDEMPTION
logos/18228.jpg,SPEKTR
logos/10852.jpg,MALKUTH
logos/17075.jpg,UNFLESHED
logos/9938.jpg,CETI
logos/100548.jpg,ULTIMA MISSA
logos/40353.jpg,NOCTURNAL FEELINGS
logos/74251.png,ARKANIA
logos/85682.jpg,SZARLEM
logos/11220.jpg,THE KNELL
logos/122.jpg,DISMEMBER
logos/5625.png,SPARZANZA
logos/32112.jpg,WINGED
logos/112402.gif,SAUL BLANCH REVANCHA
logos/7103.jpg,OBTEST
logos/1347.jpg,BRUJERIA
logos/11333.jpg,EISENWINTER
logos/29115.png,GAINA
logos/54764.jpg,BLOODBOUND
logos/18504.jpg,MYSTURA
logos/2428.jpg,REINFECTION
logos/61385.jpg,TEARS OF MANKIND
logos/4584.gif,SPANCER
logos/108091.jpg,INTESTINAL ALIEN REFLUX
logos/49346.jpg,NORDISK VELDE
logos/89170.jpg,ANTILEBEN
logos/22522.jpg,WEEMOED
logos/122356.jpg,QUEEF HUFFER
logos/127742.jpg,HUMAN VOID
logos/12037.jpg,BAXAXAXA
logos/13352.gif,HIERARCHICAL PUNISHMENT
logos/42759.jpg,MATRAZ
logos/80182.jpg,APOLION
logos/45454.gif,SVAFNIR
logos/30207.jpg,HERPES
logos/48689.jpg,SOVVERSIVO
logos/14316.jpg,VEULIAH
logos/59774.jpg,REDRUM
logos/103348.jpg,TRAGICO BALLET
logos/48258.jpg,MONSANTO
logos/12652.jpg,SUN OF THE SLEEPLESS
logos/53306.jpg,GLADENFOLD
logos/547.png,PAIN OF SALVATION
logos/30605.jpg,KTULU
logos/907.gif,MESSIAH
logos/128247.jpg,RAHU
logos/99718.jpg,WAYDE COOPER
logos/33.jpg,EXCELSIS
logos/1452.jpg,LONEWOLF
logos/31515.jpg,GWAR
logos/494.jpg,TYRANT
logos/9712.jpg,PELICAN
logos/91722.jpg,MORIAR
logos/1236.jpg,TRAIL OF TEARS
logos/23517.jpg,ABORTED CHRIST CHILDE
logos/67953.jpg,FUCK OFF AND DIE
logos/33086.jpg,IN VAIN
logos/13305.jpg,CARNICA
logos/1470.jpg,SADISTIC INTENT
logos/48102.jpg,ABLAZE IN HATRED
logos/12608.jpg,THRALLDOM
logos/121828.jpg,FUROR
logos/4901.jpg,GRUESOME MALADY
logos/117561.jpg,VOLTURYON
logos/22721.jpg,DOMGARD
logos/69617.jpg,ANJOS DE SALEM
logos/35825.jpg,ADMONISH
logos/7940.jpg,POETICUS SEVERUS
logos/53519.jpg,CORPORAL RAID
logos/24284.jpg,TINIEBLAS
logos/47066.jpg,CASTILLOS DE CRISTAL
logos/7597.jpg,SLEEPY HOLLOW
logos/92289.png,VARUNA
logos/37038.jpg,ONCE DEAD
logos/29983.jpg,RDX
logos/8615.png,ATTICK DEMONS
logos/2170.jpg,ANTAEUS
logos/4304.jpg,OBSECRATION
logos/39220.jpg,CONSUME
logos/69158.jpg,DEGENERHATE
logos/83887.jpg,INVERTED TRIFIXION
logos/2707.gif,AKERCOCKE
logos/56886.jpg,ENVENOM ASCENSION
logos/54304.jpg,SCAVANGER
logos/1549.jpg,TRAUMA
logos/16500.jpg,LINGEDAL
logos/4201.jpg,DYSANCHELY
logos/7834.jpg,DARKFLIGHT
logos/3089.jpg,PAGANS MIND
logos/22499.gif,MOAT
logos/12178.jpg,WARGRINDER
logos/253.jpg,IMAGIKA
logos/124523.jpg,PANCHO VILLA
logos/30100.jpg,DEMONOMANCY
logos/3045.png,CADAVERIA
logos/25089.jpg,TAUTHR
logos/20569.jpg,AYAT
logos/69.jpg,DIMMU BORGIR
logos/2038.jpg,ZUCKUSS
logos/11473.jpg,BAAL
logos/19586.jpg,CAST THE STONE
logos/88627.jpg,PURE EVIL
logos/21968.jpg,ILEMAUZAR
logos/1255.jpg,CENOTAPH
logos/21147.jpg,MIDNATTSOL
logos/28769.jpg,SODOMA
logos/25294.jpg,EXTREME VIOLENCE
logos/81757.jpg,STRYPER
logos/85849.jpg,MOONDARK
logos/22352.jpg,BIG BOSS
logos/75502.jpg,HRIZG
logos/125333.jpg,WHITE MEDAL
logos/37779.jpg,EYECULT
logos/79367.jpg,LINCOLN LOVE LOG
logos/53040.jpg,ARYAN HONOUR
logos/4534.png,LOCH VOSTOK
logos/2157.jpg,SCATTERED REMNANTS
logos/1728.png,THE JELLY JAM
logos/1066.png,ABIGOR
logos/72038.jpg,CATASTROPHE
logos/33410.jpg,DISAFFECTED
logos/18921.jpg,RIPPIKOULU
logos/97780.jpg,WAR RIPPER
logos/65677.jpg,GRAND SERMON
logos/8305.jpg,HAAT
logos/36601.png,MEIN KAMPF
logos/165.jpg,OBITUARY
logos/464.jpg,AGIEL
logos/6450.jpg,NIGHTLY GALE
logos/77323.jpg,GRIMNYR
logos/12095.jpg,GOATREICH
logos/75808.jpg,HATCHET
logos/3400.jpg,CRYING STEEL
logos/45799.jpg,APTORIAN DEMON
logos/4224.jpg,CALES
logos/1485.jpg,ANIALATOR
logos/48635.jpg,UNDERNOISE
logos/23906.jpg,HATENWAR
logos/128942.jpg,FIR BOLG
logos/39656.jpg,SCATTERED REMAINS
logos/3706.jpg,AUTUMNBLAZE
logos/73422.jpg,SLAGMAUR
logos/23200.jpg,OGRE
logos/11685.jpg,ENOCHIAN
logos/4237.jpg,DEATHSPELL OMEGA
logos/2256.gif,SHINING
logos/63568.jpg,CHAOS SYNOPSIS
logos/1427.jpg,AYREON
logos/101781.jpg,STRAIGHT LINE STITCH
logos/932.jpg,MARTIRE
logos/16508.jpg,THE ONE
logos/16009.jpg,LITTLE DEAD BERTHA
logos/397.jpg,ALASTOR
logos/100961.jpg,STOLZKRIEG
logos/70423.png,ASTARIUM
logos/80881.jpg,BREAKDUST
logos/12855.jpg,MELENCOLIAM
logos/41389.jpg,VEDMAK
logos/70747.jpg,ETERNITY
logos/8954.jpg,ETERNAL DEFORMITY
logos/35470.jpg,IPERYT
logos/760.jpg,HOLOCAUST
logos/6223.png,DIABOLICUM
logos/125558.jpg,UNMOURNED
logos/11263.gif,INFAMOUS SINPHONY
logos/13915.png,BEL O KAN
logos/62761.jpg,FINSTERFORST
logos/11545.jpg,CRYSTALMOORS
logos/95917.jpg,ANTEDILUVIAN
logos/86861.jpg,MAITREYA
logos/49221.gif,VATICAN
logos/51827.gif,IMMACULATE
logos/31444.jpg,PIGSTY
logos/2378.jpg,ISVIND
logos/84942.jpg,PANIC
logos/59072.jpg,AMUK
logos/2000.jpg,DRAGONLAND
logos/3072.jpg,DEVOLVED
logos/34998.jpg,MY PLAGUE
logos/39198.jpg,ORLAG
logos/77754.jpg,NOTHINGNESS
logos/81869.jpg,BRAINCASKET
logos/26310.jpg,ORMGARD
logos/13402.jpg,KLUDDE
logos/13837.jpg,LECHEROUS NOCTURNE
logos/10466.gif,SARCASM
logos/15818.jpg,MILITIA
logos/4713.jpg,UNHOLY MASSACRE
logos/15251.jpg,BARBARIAN PROPHECIES
logos/2060.jpg,APOPHIS
logos/21395.jpg,GRAVESPAWN
logos/584.jpg,EMINENZ
logos/6302.jpg,MELTDOWN
logos/24291.jpg,LEGION SACRA
logos/29531.jpg,TANKE
logos/49273.gif,MOURNING
logos/91675.jpg,LIAR
logos/7100.jpg,THE MIST
logos/39179.jpg,DEIPHAGO
logos/20974.jpg,PYOVELI
logos/122291.jpg,TORMENTOR
logos/6413.jpg,AGLAROND
logos/11893.jpg,EQUIRHODONT
logos/94623.jpg,GMORK
logos/64882.jpg,CHTHONIAN
logos/35261.png,HITHLUM
logos/10396.jpg,MORTIFILIA
logos/18493.jpg,NECROSADISTIC GOAT TORTURE
logos/7477.jpg,MUNICIPAL WASTE
logos/12409.jpg,OBDUKTION
logos/81386.jpg,VOLTAX
logos/33867.png,CRYSTAL VIPER
logos/21050.png,DEAD MEAT
logos/32830.gif,REALITY GREY
logos/34.png,CANDLEMASS
logos/14356.jpg,BLACKHORNED
logos/33921.jpg,HOMICIDAL
logos/2457.jpg,LAST WARNING
logos/33484.jpg,LIMPERO DELLE OMBRE
logos/22007.jpg,PANZER
logos/7790.jpg,CHAINED AND DESPERATE
logos/16553.jpg,HEADROT
logos/107682.jpg,BEGGING FOR INCEST
logos/46177.jpg,DENIGHT
logos/5400.jpg,SEVEN ANGELS
logos/92475.jpg,VARGNATT
logos/3301.jpg,ALASTOR SANGUINARY EMBRYO
logos/3536.jpg,TURBO
logos/24781.jpg,THE GATES OF SLUMBER
logos/9173.jpg,THEODORE ZIRAS
logos/59293.jpg,HEDOR
logos/85384.gif,IAN
logos/8451.jpg,OUTRAGE
logos/30215.jpg,PRIPEGAL
logos/40511.gif,DISTRUST
logos/6460.jpg,LAMENT
logos/1843.jpg,EDENBRIDGE
logos/14001.jpg,TAAKEFERD
logos/967.jpg,REBELLION
logos/7359.jpg,PSYCHOMANCER
logos/91866.jpg,DALRIADA
logos/5891.jpg,ALKEMYST
logos/2183.jpg,TYPHOID
logos/3928.jpg,MOURNING BELOVETH
logos/96120.jpg,MISSHAPEN HATRED
logos/16721.jpg,OTARGOS
logos/97532.jpg,HAPPY DAYS
logos/42121.jpg,EDEN A D
logos/227.png,VINTERSORG
logos/1875.png,TAIST OF IRON
logos/596.jpg,ANAEL
logos/19625.jpg,AMON
logos/129188.jpg,ABADION
logos/73430.jpg,CONCEALMENT
logos/108988.gif,UNBLESS
logos/27072.jpg,VREID
logos/20268.png,SIX BEER
logos/48269.jpg,SHAMANIC RITES
logos/118919.jpg,SLAVEBREED
logos/59211.jpg,DIABOLICAL RAW
logos/45502.png,DE FACTO
logos/106080.jpg,UNHUMAN DISEASE
logos/18121.jpg,VIBRION
logos/18389.jpg,MINDFLOW
logos/845.gif,WILLOW WISP
logos/109610.jpg,PRISTINA
logos/6665.jpg,INQUISITION
logos/197.gif,KRISIUN
logos/45166.jpg,RUNENBLUT
logos/13572.jpg,PUNISH
logos/47189.jpg,AKBAL
logos/48980.gif,SARCOLYTIC
logos/4301.jpg,MUSTA SURMA
logos/31076.jpeg,PSICOFONIA
logos/11050.jpg,BLODARV
logos/20260.gif,NOCTURNAL GRAVES
logos/23386.png,MANITU
logos/86710.jpg,MUSTA KAPPELI
logos/1152.jpg,CATASEXUAL URGE MOTIVATION
logos/70724.jpg,UTGARD
logos/4667.jpg,ORDEN OGAN
logos/92314.jpg,ARGUS
logos/7286.jpg,LUX FERRE
logos/6568.jpg,THE NEW PLAGUE
logos/83584.jpg,NUCLEUS TORN
logos/95042.jpg,HELLBUTCHER
logos/28136.jpg,MRAK
logos/25153.jpg,DEADCLAW
logos/2907.jpg,DEFECATION
logos/18769.gif,CLENCHED FIST
logos/3803.jpg,SOULBURN
logos/36787.png,SAATTUE
logos/61142.jpg,STIGMATA
logos/116404.gif,DALIT
logos/19074.jpg,HYPOTHERMIA
logos/4250.png,HAVOHEJ
logos/63996.jpg,JIG AI
logos/78744.jpg,SCARGOD
logos/18992.png,BLOODWORK
logos/17035.jpg,NEMESEA
logos/1529.jpg,EXUMER
logos/7858.jpg,LAMENTU
logos/2124.jpg,SIEGRID INGRID
logos/4629.jpg,DEPRAVED
logos/3576.gif,KARKADAN
logos/2107.jpg,NECRODEATH
logos/23264.jpg,SATANIC PROPHETS
logos/17977.jpg,NORDMEN
logos/12345.jpg,ALLVATERS ZORN
logos/41640.jpg,PESTIS
logos/2131.png,GLOOMY GRIM
logos/11396.jpg,PROCESS OF GUILT
logos/874.jpg,INQUISICION
logos/24952.jpg,BELFEGORE
logos/49248.jpg,ABITABYSS
logos/90747.jpg,BELLFAST
logos/3578.jpg,TOXIC HOLOCAUST
logos/9870.jpg,GODLESS
logos/52803.jpg,NOFUCK
logos/54297.jpg,DISSIDENT
logos/3497.jpg,MOON OF STEEL
logos/25476.jpg,NOCTURNAL EVIL
logos/43625.jpg,MORPHOSYS
logos/23383.jpg,UNDERTAKER OF THE DAMNED
logos/21262.jpg,NERUMIA
logos/127265.jpg,INFECTIOUS CATHETER THERAPY
logos/42949.gif,MYSTERIARCH
logos/11751.jpg,HETROERTZEN
logos/24325.jpg,THE END
logos/8877.jpg,FROSTHARDR
logos/8915.jpg,MANNHAI
logos/58384.jpg,NEFARIOUS
logos/96264.jpg,KATHAROS
logos/3255.gif,ETERNA
logos/27820.jpg,TREZOR
logos/5734.jpg,SHADOW HOST
logos/92985.jpg,STRIGAMPIRE
logos/28431.jpg,ELD
logos/26022.jpg,JANVS
logos/521.png,ACID REIGN
logos/25630.png,ANTAGON
logos/99888.jpg,WITCHING HOUR
logos/117224.jpg,ASBEEL
logos/9513.jpg,LEVITICUS
logos/54370.jpg,SUBMERGED IN DIRT
logos/6117.jpg,CHESS
logos/297.png,MAJESTY
logos/315.jpg,RAZOR
logos/60796.jpg,SARCOSIS
logos/33707.jpg,AVATHAR
logos/14781.jpg,ALGOR
logos/1103.png,EXCITER
logos/32632.jpg,DEADBIRD
logos/1263.png,CEREMONIAL OATH
logos/32351.jpg,RANCOR
logos/87793.jpg,CARRASCO
logos/172.png,SYMPHONY X
logos/80076.png,VAULT
logos/111852.jpg,PARAU
logos/779.jpg,PAIN
logos/14532.gif,MISANTROPUS
logos/14478.png,METHADRONE
logos/5552.jpg,STONE
logos/3483.jpg,WEEPING BIRTH
logos/24181.jpg,BIG BUSINESS
logos/73387.jpg,GRAVDAL
logos/125873.jpg,TAGHUT
logos/10145.png,ALKONOST
logos/23609.jpg,KATASSAMALASS
logos/34968.jpg,ARS AMANDI
logos/69876.jpg,LEGACY
logos/44281.jpg,RE ARMED
logos/20929.jpg,LANZ
logos/17658.jpg,CANVAS SOLARIS
logos/4618.png,CRUSHER
logos/64383.jpg,VISTHIA
logos/56821.jpg,EL ESTIGIO
logos/6653.jpg,PANDEMONIUM
logos/109708.jpg,INHUMANE RITES
logos/88382.jpg,KUKULCAN
logos/48060.jpg,PROMENIA
logos/24417.jpg,MAGGOTTHOLAMIA
logos/71733.jpg,EVIL ARMY
logos/26243.jpg,MEPHISTOPHELES
logos/99197.jpg,AQUILUS
logos/15500.jpg,HIDDEN
logos/755.jpg,DOMINE
logos/10461.jpg,MAUSOLEUM
logos/115969.jpg,BETRAYER F T M
logos/107007.jpg,OAKENSHIELD
logos/98160.png,SABAZIUS
logos/60799.jpg,QUINTA ESSENTIA
logos/58403.jpg,REKUIEM
logos/2556.gif,HAEMORRHAGE
logos/33473.jpg,P H O B O S
logos/9613.gif,NECROPSY
logos/36988.jpg,SUBHUMAN
logos/96899.jpg,SEPULCHRAL AURA
logos/35951.jpg,DEGIAL
logos/487.jpg,SUIDAKRA
logos/41235.jpg,NELDORETH
logos/99200.png,CHAIN OF DOGS
logos/1651.jpg,GOAT OF MENDES
logos/74460.jpg,ANKOR
logos/107930.jpg,SATURNALIA TEMPLE
logos/39826.jpg,TURBOSTILL
logos/109335.jpg,PUMP
logos/26160.jpg,PERCIVAL SCHUTTENBACH
logos/82979.jpg,IRMINSUL
logos/81077.jpg,CRAVING
logos/46812.jpg,SEVEN THORNS
logos/19305.jpg,DR SIN
logos/26427.jpg,VENIA
logos/68821.jpg,R I P
logos/18398.jpg,ETHEREAL SIN
logos/5284.jpg,DISARMONIA MUNDI
logos/11866.jpg,PALE DIVINE
logos/88968.jpg,EMPTYS
logos/119815.jpg,ORCIVUS
logos/37297.jpg,LUCERA
logos/34427.jpg,REMEMBRANCE
logos/16746.jpg,STRIBORG
logos/7564.jpg,DENY THE URGE
logos/89950.jpg,EXORCISM
logos/91341.jpg,CROSSWIND
logos/93283.jpg,BERSERK REVOLT
logos/10456.jpg,NECROPSYA
logos/14074.png,THE DAY EVERYTHING BECAME NOTHING
logos/37365.jpg,EMERALD SUN
logos/90149.jpg,TYRANT DISCIPLE
logos/646.jpg,ATROCITY
logos/60477.jpg,SATYRIAN
logos/14370.jpg,GRAUSAMKEIT
logos/117604.jpg,DODENSTORM
logos/787.jpg,DBC
logos/77493.png,GORESOERD
logos/31150.jpg,NOLTEM
logos/1871.png,RUTHLESS
logos/1866.png,HEATHENS RAGE
logos/359.png,UNLEASHED
logos/121.jpg,NUCLEAR ASSAULT
logos/83456.gif,REBIRTH OF NEFAST
